AddaJo00,2006,clt,12,phi,0,0,0,0,0,24,171,2,37,4
AddaJo00,2006,clt,13,oti,0,0,0,0,0,16,56,1,11,0
AddaJo00,2006,clt,14,jax,0,0,0,0,0,11,22,1,14,0
AddaJo00,2006,clt,15,cin,0,0,0,0,0,8,50,2,29,0
AddaJo00,2006,clt,16,htx,0,0,0,0,0,15,100,4,8,0
AddaJo00,2006,clt,17,mia,0,0,0,0,0,21,64,3,29,0
AddaJo00,2006,clt,1,nyg,0,0,0,0,0,7,26,3,22,0
AddaJo00,2006,clt,2,htx,0,0,0,0,0,16,82,2,22,1
AddaJo00,2006,clt,3,jax,0,0,0,0,0,3,15,3,13,0
AddaJo00,2006,clt,4,nyj,0,0,0,0,0,20,84,3,15,1
AddaJo00,2006,clt,5,oti,0,0,0,0,0,13,62,2,15,0
AddaJo00,2006,clt,7,was,0,0,0,0,0,11,85,1,20,0
AddaJo00,2006,clt,8,den,0,0,0,0,0,17,93,5,37,0
AddaJo00,2006,clt,9,nwe,0,0,0,0,0,18,43,0,0,1
